,IBC1020_2,IBC1207_1,IBC1207_3
17,2ex5B8xFnEHumuJWUHWIdw,1iin7g1k928O2DBRSrKlO6,1iin7g1k928O2DBRSrKlO6
18,0x9eIQ2Fv6Qwnr_8CyHEoB,2SzsE5m8T4h9JlM6XpBSmv,2SzsE5m8T4h9JlM6XpBSmv
19,0zk4WfOuPFg8xQ3bt9abwO,2SzsE5m8T4h9JlM6XpBSm9,2SzsE5m8T4h9JlM6XpBSm9
20,2_414Bjl90PPXdZA2Pm_Wx,1iin7g1k928O2DBRSrKk3B,1iin7g1k928O2DBRSrKk3B
21,2SzsE5m8T4h9JlM6XpBSmA,0zk4WfOuPFg8xQ3bt9ab$M,0zk4WfOuPFg8xQ3bt9ab$M
22,1iin7g1k928O2DBRSrKlO6,2SzsE5m8T4h9JlM6XpBSmK,2SzsE5m8T4h9JlM6XpBSmK
23,2SzsE5m8T4h9JlM6XpBSkx,0zk4WfOuPFg8xQ3bt9abyd,0zk4WfOuPFg8xQ3bt9abyd
24,2SzsE5m8T4h9JlM6XpBSm9,2SzsE5m8T4h9JlM6XpBSnd,2SzsE5m8T4h9JlM6XpBSnd
25,2SzsE5m8T4h9JlM6XpBSmO,0zk4WfOuPFg8xQ3bt9ab$I,0zk4WfOuPFg8xQ3bt9ab$I
26,2SzsE5m8T4h9JlM6XpBSmI,2SzsE5m8T4h9JlM6XpBSmN,2SzsE5m8T4h9JlM6XpBSmN
27,2SzsE5m8T4h9JlM6XpBSnd,2_414Bjl90PPXdZA2Pm_ZS,2_414Bjl90PPXdZA2Pm_ZS
28,2_414Bjl90PPXdZA2Pm_X8,2SzsE5m8T4h9JlM6XpBSp7,2SzsE5m8T4h9JlM6XpBSp7
29,2SzsE5m8T4h9JlM6XpBSm8,2SzsE5m8T4h9JlM6XpBSp6,2SzsE5m8T4h9JlM6XpBSp6
30,2$gFCyRLn3YxmJ7kU3eXtQ,2SzsE5m8T4h9JlM6XpBSm8,2SzsE5m8T4h9JlM6XpBSm8
31,2_414Bjl90PPXdZA2Pm_ZI,2$gFCyRLn3YxmJ7kU3eXtQ,2$gFCyRLn3YxmJ7kU3eXtQ
32,2_414Bjl90PPXdZA2Pm_Zk,2_414Bjl90PPXdZA2Pm_Zk,2_414Bjl90PPXdZA2Pm_Zk
33,1W6Thknzf2qup40FGN1NEN,1iin7g1k928O2DBRSrKlQo,1iin7g1k928O2DBRSrKlQo
34,2SzsE5m8T4h9JlM6XpBSnj,1W6Thknzf2qup40FGN1NEA,1W6Thknzf2qup40FGN1NEA
35,1iin7g1k928O2DBRSrKlQo,1iin7g1k928O2DBRSrKk1K,1iin7g1k928O2DBRSrKk1K
36,0zk4WfOuPFg8xQ3bt9abzW,2SzsE5m8T4h9JlM6XpBSmw,2SzsE5m8T4h9JlM6XpBSmw
37,1W6Thknzf2qup40FGN1NEA,2_414Bjl90PPXdZA2Pm_Z0,2_414Bjl90PPXdZA2Pm_Z0
38,1W6Thknzf2qup40FGN1NDC,0zk4WfOuPFg8xQ3bt9ab_k,0zk4WfOuPFg8xQ3bt9ab_k
39,2_414Bjl90PPXdZA2Pm_Wa,1iin7g1k928O2DBRSrKk0E,1iin7g1k928O2DBRSrKk0E
40,2SzsE5m8T4h9JlM6XpBSmw,2_414Bjl90PPXdZA2Pm_XJ,2_414Bjl90PPXdZA2Pm_XJ
41,1W6Thknzf2qup40FGN1N3C,1iin7g1k928O2DBRSrKl7s,1iin7g1k928O2DBRSrKl7s
42,0zk4WfOuPFg8xQ3bt9ab_k,2SzsE5m8T4h9JlM6XpBSna,2SzsE5m8T4h9JlM6XpBSna
43,2ex5B8xFnEHumuJWUHWJOI,2_414Bjl90PPXdZA2Pm_Wa,2_414Bjl90PPXdZA2Pm_Wa
44,1iin7g1k928O2DBRSrKl7s,2SzsE5m8T4h9JlM6XpBSnb,2SzsE5m8T4h9JlM6XpBSnb
45,0zk4WfOuPFg8xQ3bt9abzx,,
46,2SzsE5m8T4h9JlM6XpBSna,,
47,0zk4WfOuPFg8xQ3bt9abyY,,
48,2Bq14yaGX6nfJvHeT6kGT6,,
49,2SzsE5m8T4h9JlM6XpBSnb,,
50,2SzsE5m8T4h9JlM6XpBSmg,,
